Interval_Score_95,Interval_Score_90,CRPS,RMSE,MAE,R2,Outer_Fold,Hyper_Row,SNV,SG,window_length,polyorder,deriv,bin_size,Factor
57.859520802449374,46.49633487983807,5.325807545731287,9.812040488073979,7.2865260949831185,0.8648086918883173,1,0,True,True,3.0,1.0,1.0,5,0.8
54.87392560103164,44.694338769473,5.289358445201642,9.812040502389163,7.286526150606457,0.8648086914938452,1,1,True,True,3.0,1.0,1.0,5,0.8500000000000001
52.45953350147392,43.2693495867881,5.259144309201719,9.812040488073979,7.2865260949831185,0.8648086918883173,1,2,True,True,3.0,1.0,1.0,5,0.9
50.44824600587553,42.23527896734475,5.234501605578608,9.812040488073979,7.2865260949831185,0.8648086918883173,1,3,True,True,3.0,1.0,1.0,5,0.95
48.749595699144784,41.4448774977578,5.21511014178605,9.812040488073979,7.2865260949831185,0.8648086918883173,1,4,True,True,3.0,1.0,1.0,5,1.0
47.496162811134845,40.81861657853046,5.200537807819652,9.812040488073979,7.2865260949831185,0.8648086918883173,1,5,True,True,3.0,1.0,1.0,5,1.05
46.77183831992022,40.37089503630682,5.190366951268726,9.812040502389163,7.286526150606457,0.8648086914938452,1,6,True,True,3.0,1.0,1.0,5,1.1
46.4396610280073,40.032551641216784,5.18427071373285,9.812040488073979,7.2865260949831185,0.8648086918883173,1,7,True,True,3.0,1.0,1.0,5,1.15
46.356007109183246,39.82987413382965,5.182144637278535,9.812040502389163,7.286526150606457,0.8648086914938452,1,8,True,True,3.0,1.0,1.0,5,1.2000000000000002
46.49816055752619,39.737539034237535,5.184401741450766,9.812040488073979,7.2865260949831185,0.8648086918883173,1,9,True,True,3.0,1.0,1.0,5,1.25
46.78425793627703,39.777289912209106,5.189383177411049,9.812040502389163,7.286526150606457,0.8648086914938452,1,10,True,True,3.0,1.0,1.0,5,1.3
47.21683933022648,39.99409296034429,5.197417069182924,9.812040502389163,7.286526150606457,0.8648086914938452,1,11,True,True,3.0,1.0,1.0,5,1.35
58.11177018543948,46.63132355595204,5.330155184733997,9.812222180721548,7.287184464831172,0.864803685081802,1,12,True,True,3.0,2.0,1.0,5,0.8
55.0417312101094,44.89116097972069,5.293384826492722,9.812222180721548,7.287184464831172,0.864803685081802,1,13,True,True,3.0,2.0,1.0,5,0.8500000000000001
52.447129605110696,43.49186754464936,5.262862683812709,9.812222180721548,7.287184464831172,0.864803685081802,1,14,True,True,3.0,2.0,1.0,5,0.9
50.45865762852352,42.41089997723761,5.237955089812682,9.812222180721548,7.287184464831172,0.864803685081802,1,15,True,True,3.0,2.0,1.0,5,0.95
48.84134286382924,41.55102526637899,5.2182845678382765,9.812222180721548,7.287184464831172,0.864803685081802,1,16,True,True,3.0,2.0,1.0,5,1.0
47.56626777227597,40.896698063628705,5.203463809654119,9.81222212621351,7.287184510109384,0.8648036865838646,1,17,True,True,3.0,2.0,1.0,5,1.05
