Interval_Score_95,Interval_Score_90,CRPS,RMSE,MAE,R2,Outer_Fold,Hyper_Row,SNV,SG,window_length,polyorder,deriv,bin_size,ST,ABS
1.0641551887169791,0.8850793153674539,0.11387400943058472,0.21114311824888654,0.15828556914148958,0.7643764102417381,1,0,True,True,3.0,1.0,1.0,5,0.9,True
1.0552644729614256,0.8753810639133962,0.11377943775218467,0.2115110822645921,0.15829489460499724,0.7635544412291821,1,1,True,True,3.0,1.0,1.0,5,0.9,False
1.0439115819890903,0.8665578826112467,0.11334209955593146,0.21095940460968948,0.15815896985239936,0.7647862595950319,1,2,True,True,3.0,1.0,1.0,5,1.0,True
1.0436608719792304,0.8661548819147353,0.11339383338978481,0.2113463914012255,0.15820066762338347,0.763922509535792,1,3,True,True,3.0,1.0,1.0,5,1.0,False
1.0407334629984422,0.8585281200863704,0.11299960018175215,0.2108021900175449,0.1580611005571748,0.7651367085667247,1,4,True,True,3.0,1.0,1.0,5,1.1,True
1.047087482516595,0.864285945892334,0.11316806105758297,0.211206778456614,0.15815288096958924,0.7642343065535798,1,5,True,True,3.0,1.0,1.0,5,1.1,False
1.0458181995161786,0.8576009860045444,0.11282358026815263,0.21067463380637347,0.15805199359610236,0.765420853695717,1,6,True,True,3.0,1.0,1.0,5,1.2,True
1.0539535373992706,0.8676523787778022,0.1130880325779564,0.21109767260365014,0.15817818140080733,0.7644778287845395,1,7,True,True,3.0,1.0,1.0,5,1.2,False
1.0558511716620618,0.867118923192606,0.11280146670667453,0.2105859300878341,0.15807607787187103,0.7656183493469136,1,8,True,True,3.0,1.0,1.0,5,1.3,True
1.0687414381313458,0.8786529670758133,0.11314373720684609,0.21102820124001642,0.15826607009973298,0.7646328220050513,1,9,True,True,3.0,1.0,1.0,5,1.3,False
1.0763579931700546,0.8820294392225951,0.11292248667225431,0.21054290385815477,0.1581537987707708,0.7657141157498006,1,10,True,True,3.0,1.0,1.0,5,1.4,True
1.091296858473212,0.8952233781319681,0.11332884802569865,0.2110063820647246,0.15843944589687095,0.7646814908767192,1,11,True,True,3.0,1.0,1.0,5,1.4,False
1.075517293547514,0.8904140941892733,0.11411684320836146,0.2109745687117798,0.1587047614623253,0.7647524432939952,1,12,True,True,3.0,2.0,1.0,5,0.9,True
1.067856662102869,0.8827153074791522,0.11395070333300299,0.2115875208927353,0.15904787074299045,0.7633835108005615,1,13,True,True,3.0,2.0,1.0,5,0.9,False
1.0543013836190542,0.872889817145563,0.1135803119073827,0.21075335240474152,0.1586186265076026,0.765245519901298,1,14,True,True,3.0,2.0,1.0,5,1.0,True
1.053188892032789,0.8725969869659123,0.11356838651114896,0.21137918930961663,0.15901044348011845,0.7638492322146774,1,15,True,True,3.0,2.0,1.0,5,1.0,False
1.045972087105728,0.864027524763538,0.113234869034617,0.21056999157048353,0.15859016755520045,0.76565382706979,1,16,True,True,3.0,2.0,1.0,5,1.1,True
1.0521276720108523,0.8715678233752577,0.11334716309115662,0.21120897242098227,0.15904589202260236,0.7642294083753958,1,17,True,True,3.0,2.0,1.0,5,1.1,False
1.0482830967842947,0.8654036155422472,0.11305893370780519,0.2104292192022271,0.15861529771609528,0.7659670572531088,1,18,True,True,3.0,2.0,1.0,5,1.2,True
1.057073092494071,0.8750495208429923,0.11327166240025036,0.2110819926339827,0.15912269557508812,0.7645128158433832,1,19,True,True,3.0,2.0,1.0,5,1.2,False
1.0614665824601224,0.8722129181090108,0.11303593964849415,0.21033548955341744,0.15873098071126415,0.7661754973193233,1,20,True,True,3.0,2.0,1.0,5,1.3,True
1.0744918915533248,0.8833023947385383,0.11333192996378767,0.2110031097940222,0.1592317642704133,0.7646887894227143,1,21,True,True,3.0,2.0,1.0,5,1.3,False
1.0816606846631494,0.8841254677043555,0.11315778796899705,0.21029864130161446,0.15887507838587606,0.7662574166326906,1,22,True,True,3.0,2.0,1.0,5,1.4,True
1.0975480569194775,0.8968105179731842,0.11352113336494025,0.21098029159221351,0.1593646818324192,0.7647396805055008,1,23,True,True,3.0,2.0,1.0,5,1.4,False
1.4154216141720808,1.164562196851947,0.14407413153489912,0.2675342634766708,0.19985870834821404,0.6217109875412998,1,24,True,True,3.0,2.0,2.0,5,0.9,True
1.3592007917240994,1.1267981992028704,0.14318395234191467,0.2674671831784247,0.20006036236777716,0.6219006646178109,1,25,True,True,3.0,2.0,2.0,5,0.9,False
1.3469931519549827,1.1272206884279827,0.14318949142729048,0.2674833292846004,0.19989781715425167,0.6218550140358914,1,26,True,True,3.0,2.0,2.0,5,1.0,True
1.3093210342722887,1.102284576782505,0.14253304065161526,0.26749962876341227,0.20014608760368272,0.6218089270218267,1,27,True,True,3.0,2.0,2.0,5,1.0,False
1.3014994548380294,1.1016863932616245,0.14252163326285147,0.26747668920003614,0.19996817846953618,0.6218737881667893,1,28,True,True,3.0,2.0,2.0,5,1.1,True
1.2781819614421102,1.0863179990653404,0.14205680972273982,0.2675689356435453,0.20025399616022097,0.6216129294495039,1,29,True,True,3.0,2.0,2.0,5,1.1,False
1.276731320216646,1.0834311249212665,0.14204305253214305,0.2675147891407695,0.20006000746182606,0.6217660583129778,1,30,True,True,3.0,2.0,2.0,5,1.2,True
1.2611255803583048,1.0747954657502463,0.14173812950669232,0.26767732873992567,0.2003948874025492,0.6213062955446711,1,31,True,True,3.0,2.0,2.0,5,1.2,False
