K_Meh3_target
47.534667
29.47016
217.198286
134.564626
54.699886
31.81326
28.88505
177.0309
84.53313
21.15984
90.01528
53.61273
26.49988
677.2916
353.5829
269.62
404.2304
256.0104
203.9598
63.17463
45.52322
48.09852
475.5252
103.42121
107.326
49.16362
33.67008
29.50192
152.9876
96.95824
68.5482
66.22345
30.1078
25.6
65.6223
30.6077
23.91388
245.3864
213.4332
255.3201
164.3583
150.1765
132.3776
267.036
235.2312
212.6916
29.9425
17.59929
10.86799
475.0869
275.028
221.3536
167.2326
42.0373
339.1304
258.2508
269.9454
97.851183
96.283245
62.040017
100.536
63.773883
25.641216
154.392445
127.030457
119.414861
106.787372
98.229654
64.556916
99.116949
78.163077
84.315868
262.453782
181.205579
106.974689
89.976654
58.257921
35.695093
123.706579
72.6725
49.414188
184.891856
147.616811
711.626866
490.717221
192.064193
190.346168
126.462094
45.0472
33.50628
26.05209
89.9337
49.40676
12.44514
431.9592
189.366
145.5358
34.7106
18.8478
8.909082
71.70315
41.21879
19.56795
42.37649
30.92364
17.91069
60.23008
24.66596
22.72725
40.9638
20.93372
33.7289
178.9173
73.9522
49.0501
26.7036
38.1901
25.7499
93.19709
52.8937
24.1368
94.73013
49.99236
23.954
159.1044
97.07224
61.6649
72.29186
27.99152
19.88025
93.33
31.023
10.256
166.3902
110.97
64.1592
213.525177
212.983051
217.264489
79.540541
92.657637
61.01291
241.923077
196.825087
152.011702
118.517689
52.746137
121.132139
210.076651
69.531864
30.555485
207.231584
200.627545
187.311438
82.602118
75.362214
82.65285
119.7495
89.72587
103.2119
271.57
192.0592
196.7232
73.20358
86.5529
42.8655
258.5049
233.9689
189.888
114.7888
58.1685
32.23256
64.60459
38.69208
38.17875
103.2852
65.9824
32.41779
70.76928
52.1967
48.46043
187.5567
183.2423
161.8868
365.9642
207.0705
257.8135
198.0566
87.67932
150.8808
51.38974
33.23952
82.7658
57.2432
38.92812
197.9956
180.081
162.5472
175.831
159.7904
133.773
79.13779
19.72416
133.4628
67.63926
63.46388
155.58
63.1594
16.4288
244.2356
74.3286
29.3683
237.8506
229.2492
229.177
45.938512
19.557297
9.461295
123.649022
106.387226
90.953282
134.830155
118.815965
92.833595
166.081933
87.71307
74.610281
115.11039
114.101842
64.535814
164.285714
89.363904
31.868869
130.91689
49.132527
112.091161
105.131665
44.254334
96.668392
70.066379
53.783618
158.747989
59.842403
48.1
426.221053
142.888748
129.372133
182.646
77.60925
45.8913
177.3975
101.34
51.914
108.3002
82.926
51.9738
25.2486
18.01004
10.96758
198.3068
164.3971
150.3957
174.2897
90.12387
66.41217
399.4307
220.1363
171.0192
31.19358
22.32996
17.45284
109.6888
95.20294
86.49251
106.5435
78.33582
57.2509
78.35976
98.84309
63.25
58.1058
44.7832
45.738
303.9136
291.676
236.7096
207.4446
230.516
235.2886
28.3612
29.3712
22.2486
219.0015
154.1952
39.180493
25.884237
16.203924
117.089956
77.828921
38.237421
184.857704
118.700581
45.480603
87.309185
52.732957
37.438384
252.762431
129.033768
82.190646
138.915511
105.70375
107.362205
72.18674
67.86693
35.30708
109.762065
112.923588
92.480681
97.819328
78.607595
79.235602
149.863636
148.658771
153.010033
107.219132
105.136463
93.694754
215.712
167.564
166.2486
161.7189
74.49621
109.944
54.27576
29.46375
151.552
99.7071
25.4975
487.3379
312.7691
236.1027
32.33628
20.12355
13.69035
111.6504
80.0885
32.95026
81.98652
38.44269
180.9648
171.0581
150.5721
186.6291
128.2875
116.6904
119.1879
86.28295
85.80957
187.434
176.1816
218.5299
37.9287
27.6129
20.196
38.5662
14.1932
5.0625
142.002
128.7399
49.7497
157.9736
241.1084
