K_Meh3_target
255.424063
184.368049
181.145161
314.65
167.394336
53.229842
189.049302
112.625703
70.971841
105.222222
96.179136
82.107992
47.001088
32.362644
22.175719
44.82321
36.115942
6.971326
340.241458
256.401902
133.598385
102.259259
37.978351
73.681445
41.784136
162.347546
53.504493
148.678402
40.17787
15.45
164.9808
99.68864
132.741
134.16
27.1996
15.342
62.85945
42.6888
68.55936
47.95274
30.05343
268.4276
563.138
166.5384
215.9597
61.41604
37.41198
51.04271
30.8795
15.4812
332.4564
216.1906
108.3744
161.5373
136.2108
135.978
78.04008
41.87407
28.14552
314.468
125.8536
58.11067
366.7461
273.1022
222.8832
67.12192
40.01526
18.95792
74.91726
34.5114
19.83847
34.00344
21.69618
27.62432
27.45501
16.05423
9.311856
53.7314
42.6174
25.26
196.755988
79.456206
37.295251
264.343105
219.368984
133.642251
112.658367
100.550544
112.848188
81.056196
90.200251
102.90404
229.040115
225.09905
153.60095
87.316981
43.702002
38.787565
107.376068
104.566577
64.344828
418.9242
208.54
168.1164
140.7675
102.16
82.77152
25.65612
308.6118
255.7089
248.3192
135.8863
115.329
112.3092
207.5752
79.35618
37.81974
35.658
18.7935
58.4619
50.84649
51.44516
86.2344
69.04307
49.29414
78.72084
58.44124
38.6959
317.254
108.756
123.168
129.3368
98.6536
36.36311
288.765
235.4671
179.256
274.113
166.2164
74.7408
41.4297
19.19686
14.14504
169.136
158.07
220.1031
174.0808
144.0306
64.604
40.90335
20.11803
17.22336
60.63
62.62
30.285
71.0424
68.8693
69.394
507.6709
272.1572
424.239678
255.064483
281.908257
149.198248
82.568861
63.283624
125.079304
100.762631
72.084895
80.087462
61.675365
49.618457
192.794521
128.956975
92.953986
81.109125
35.968932
33.164014
82.899905
60.905204
101.650414
167.0579
130.670561
379.321429
265.425178
202.673963
172.38397
180.42126
139.254237
49.6349
30.777
23.88792
265.824
220.6008
257.4528
434.514
172.8283
132.7281
56.924
51.2272
40.61004
51.0048
38.6202
31.6826
68.62713
37.75195
15.48
35.91908
34.07976
110.1816
89.17298
39.72169
68.7831
55.3111
22.5219
66.08069
36.48255
21.2175
261.1719
151.4458
56.12068
105.9252
70.33466
79.68468
73.80528
45.56355
24.50412
218.0626
187.565
193.8245
76.30834
63.6058
49.7938
160.2813
25.495
9.1062
341.0304
281.3706
227.409
54.998334
42.534162
35.958435
147.812627
147.292247
109.375378
199.61727
151.819014
163.506803
75.956322
51.24366
32.869762
236.506938
108.036597
18.396023
82.675706
92.845588
92.841642
560.075137
253.213828
188.684547
83.364099
47.974263
35.027647
676.584173
688.78922
460.916136
120.078947
116.341975
88.432118
72.733771
41.011017
17.623279
106.929155
76.874313
66.339367
117.69171
77.740541
71.074877
348.096
169.2592
196.574
45.42272
33.4922
28.3808
134.381
83.5978
55.35988
31.37904
21.2247
374.0546
229.6146
150.599
41.34713
52.7878
47.52027
31.05
23.25388
69.98336
71.498
67.19164
120.9972
50.3712
26.95632
86.54706
55.53005
33.8175
342.0909
154.215
24.26172
116.0768
43.96239
21.77073
280.0182
204.5536
197.3395
195.7278
165.5251
147.8949
150.143358
108.765148
52.470684
287.497462
212.991018
132.826794
155.313744
143.343425
86.456637
24.315411
19.054172
17.704948
99.890213
55.628597
49.792345
119.806818
61.689006
23.639289
55.954751
58.407796
54.846067
103.314286
96.410222
87.168
87.422469
46.768204
57.733196
265.5675
171.704
174.0609
221.8032
135.5142
156.3507
102.03
105.1115
123.8798
62.05968
21.52411
21.92616
160.0382
116.449
89.83896
140.0528
96.94122
99.45864
321.984
257.7
184.0657
50.83313
44.54898
44.2395
146.076
87.63355
60.11607
225.7272
174.174
190.476
251.114
249.757
229.4649
129.9186
112.7496
109.18
82.70578
42.95142
33.58638
237.7403
182.115
161.355
407.3219
335.5561
286.8138
140.5485
122.366
144.56
209.1405
208.32
231.8085
442.5003
324.477
202.1568
85.56246
77.429175
54.456338
101.723644
49.430573
26.414348
115.157538
66.508495
47.563679
81.22265
54.270128
30.848571
89.205579
61.241796
59.502156
171.268116
70.044408
34.229226
69.804973
63.122113
54.308571
78.22905
