Interval_Score_95,Interval_Score_90,CRPS,RMSE,MAE,R2,Outer_Fold,Hyper_Row,SNV,SG,window_length,polyorder,deriv,bin_size,max_features,Factor
35.00657051573545,28.50719544792182,3.533958066033106,6.922737605885687,5.030356241234222,0.8901894795060785,1,0,True,True,3.0,1.0,1.0,5,0.35,0.9
36.021413043478255,29.287426367461432,3.5546113368834504,6.922737605885687,5.030356241234222,0.8901894795060785,1,1,True,True,3.0,1.0,1.0,5,0.35,1.0
37.40954029938972,30.595118639578086,3.590598961020288,6.922737605885687,5.030356241234222,0.8901894795060785,1,2,True,True,3.0,1.0,1.0,5,0.35,1.1
40.605764601452755,33.613827697271226,3.6984492893057173,6.922737605885687,5.030356241234222,0.8901894795060785,1,3,True,True,3.0,1.0,1.0,5,0.35,1.3
35.556767983098815,28.785942920944013,3.5857938641789953,7.036449806702528,5.073637868162693,0.8865523780845148,1,4,True,True,3.0,1.0,1.0,5,0.5,0.9
36.43148316970547,29.48056100981767,3.602079227331276,7.036449806702528,5.073637868162693,0.8865523780845148,1,5,True,True,3.0,1.0,1.0,5,0.5,1.0
37.220201940444525,30.51475444339339,3.633604334889673,7.036449806702528,5.073637868162693,0.8865523780845148,1,6,True,True,3.0,1.0,1.0,5,0.5,1.1
39.85209407874837,33.199819304427784,3.732021060243933,7.036449806702528,5.073637868162693,0.8865523780845148,1,7,True,True,3.0,1.0,1.0,5,0.5,1.3
35.61994292587139,29.112903225806452,3.599750703322342,7.0504765938833955,5.071541935483871,0.8860996237029768,1,8,True,True,3.0,1.0,1.0,5,0.65,0.9
36.207629733520335,29.509284712482472,3.614098009369845,7.0504765938833955,5.071541935483871,0.8860996237029768,1,9,True,True,3.0,1.0,1.0,5,0.65,1.0
37.273419385206864,30.51697297478059,3.6434479983110224,7.0504765938833955,5.071541935483871,0.8860996237029768,1,10,True,True,3.0,1.0,1.0,5,0.65,1.1
39.82672664538648,33.188322082418175,3.7377630212634845,7.0504765938833955,5.071541935483871,0.8860996237029768,1,11,True,True,3.0,1.0,1.0,5,0.65,1.3
35.22133023084934,28.628452609959634,3.5386170823321383,6.9321083961673,5.038013183730715,0.8898919937816139,1,12,True,True,3.0,2.0,1.0,5,0.35,0.9
36.04411290322581,29.468849929873773,3.5592304495639557,6.9321083961673,5.038013183730715,0.8898919937816139,1,13,True,True,3.0,2.0,1.0,5,0.35,1.0
37.35468697564887,30.660298773309187,3.5946942043272445,6.9321083961673,5.038013183730715,0.8898919937816139,1,14,True,True,3.0,2.0,1.0,5,0.35,1.1
40.75627324541457,33.69939142005352,3.702404380283928,6.9321083961673,5.038013183730715,0.8898919937816139,1,15,True,True,3.0,2.0,1.0,5,0.35,1.3
35.578446637236745,28.693072163642523,3.5858430531583747,7.033107403392741,5.071258906030855,0.8866601306182202,1,16,True,True,3.0,2.0,1.0,5,0.5,0.9
36.32036816269285,29.548632538569425,3.6024867351509116,7.033107403392741,5.071258906030855,0.8866601306182202,1,17,True,True,3.0,2.0,1.0,5,0.5,1.0
37.23522845734551,30.59596637753505,3.6341246924082298,7.033107403392741,5.071258906030855,0.8866601306182202,1,18,True,True,3.0,2.0,1.0,5,0.5,1.1
39.71394545335096,33.092184280280925,3.73264483354837,7.033107403392741,5.071258906030855,0.8866601306182202,1,19,True,True,3.0,2.0,1.0,5,0.5,1.3
35.93149906537199,29.165095719990035,3.609350208827387,7.067155225698911,5.077115848527349,0.8855601000591744,1,20,True,True,3.0,2.0,1.0,5,0.65,0.9
36.315750350631134,29.619719495091164,3.6237029591865357,7.067155225698911,5.077115848527349,0.8855601000591744,1,21,True,True,3.0,2.0,1.0,5,0.65,1.0
37.40187625165477,30.637525952484882,3.652895395991938,7.067155225698911,5.077115848527349,0.8855601000591744,1,22,True,True,3.0,2.0,1.0,5,0.65,1.1
39.75749686111549,33.284194118289655,3.7464023662594226,7.067155225698911,5.077115848527349,0.8855601000591744,1,23,True,True,3.0,2.0,1.0,5,0.65,1.3
40.95098859152432,33.489703664788806,4.196896434420088,8.41121103609276,6.207715287517531,0.8378916939866883,1,24,True,True,3.0,2.0,2.0,5,0.35,0.9
43.09370967741935,35.25380785413745,4.242017942355119,8.41121103609276,6.207715287517531,0.8378916939866883,1,25,True,True,3.0,2.0,2.0,5,0.35,1.0
45.46212462444724,37.51864862198629,4.306591193927897,8.41121103609276,6.207715287517531,0.8378916939866883,1,26,True,True,3.0,2.0,2.0,5,0.35,1.1
50.64391473866775,42.35759569705058,4.4798074193092,8.41121103609276,6.207715287517531,0.8378916939866883,1,27,True,True,3.0,2.0,2.0,5,0.35,1.3
40.66211007573662,33.16413026544284,4.189502723134599,8.389770888884053,6.192962412342216,0.8387170677053261,1,28,True,True,3.0,2.0,2.0,5,0.5,0.9
43.03609046283309,34.55469144460029,4.22817147999453,8.389770888884053,6.192962412342216,0.8387170677053261,1,29,True,True,3.0,2.0,2.0,5,0.5,1.0
44.726554349635144,36.82736729834206,4.2857811275239195,8.389770888884053,6.192962412342216,0.8387170677053261,1,30,True,True,3.0,2.0,2.0,5,0.5,1.1
