SNV,SG,window_length,polyorder,deriv,bin_size,max_features,Factor
False,True,13.0,1.0,1.0,5,0.5,1.0
False,True,13.0,1.0,1.0,5,0.5,1.1
False,True,13.0,1.0,1.0,5,0.5,1.3
False,True,13.0,1.0,1.0,5,0.65,0.9
False,True,13.0,1.0,1.0,5,0.65,1.0
False,True,13.0,1.0,1.0,5,0.65,1.1
False,True,13.0,1.0,1.0,5,0.65,1.3
False,True,13.0,2.0,1.0,5,0.35,0.9
False,True,13.0,2.0,1.0,5,0.35,1.0
False,True,13.0,2.0,1.0,5,0.35,1.1
False,True,13.0,2.0,1.0,5,0.35,1.3
False,True,13.0,2.0,1.0,5,0.5,0.9
False,True,13.0,2.0,1.0,5,0.5,1.0
False,True,13.0,2.0,1.0,5,0.5,1.1
False,True,13.0,2.0,1.0,5,0.5,1.3
False,True,13.0,2.0,1.0,5,0.65,0.9
False,True,13.0,2.0,1.0,5,0.65,1.0
False,True,13.0,2.0,1.0,5,0.65,1.1
False,True,13.0,2.0,1.0,5,0.65,1.3
False,True,13.0,2.0,2.0,5,0.35,0.9
False,True,13.0,2.0,2.0,5,0.35,1.0
False,True,13.0,2.0,2.0,5,0.35,1.1
False,True,13.0,2.0,2.0,5,0.35,1.3
False,True,13.0,2.0,2.0,5,0.5,0.9
False,True,13.0,2.0,2.0,5,0.5,1.0
False,True,13.0,2.0,2.0,5,0.5,1.1
False,True,13.0,2.0,2.0,5,0.5,1.3
False,True,13.0,2.0,2.0,5,0.65,0.9
False,True,13.0,2.0,2.0,5,0.65,1.0
False,True,13.0,2.0,2.0,5,0.65,1.1
False,True,13.0,2.0,2.0,5,0.65,1.3
False,True,3.0,1.0,1.0,10,0.35,0.9
False,True,3.0,1.0,1.0,10,0.35,1.0
False,True,3.0,1.0,1.0,10,0.35,1.1
False,True,3.0,1.0,1.0,10,0.35,1.3
False,True,3.0,1.0,1.0,10,0.5,0.9
False,True,3.0,1.0,1.0,10,0.5,1.0
False,True,3.0,1.0,1.0,10,0.5,1.1
False,True,3.0,1.0,1.0,10,0.5,1.3
False,True,3.0,1.0,1.0,10,0.65,0.9
False,True,3.0,1.0,1.0,10,0.65,1.0
False,True,3.0,1.0,1.0,10,0.65,1.1
False,True,3.0,1.0,1.0,10,0.65,1.3
False,True,3.0,2.0,1.0,10,0.35,0.9
False,True,3.0,2.0,1.0,10,0.35,1.0
False,True,3.0,2.0,1.0,10,0.35,1.1
False,True,3.0,2.0,1.0,10,0.35,1.3
False,True,3.0,2.0,1.0,10,0.5,0.9
False,True,3.0,2.0,1.0,10,0.5,1.0
False,True,3.0,2.0,1.0,10,0.5,1.1
False,True,3.0,2.0,1.0,10,0.5,1.3
False,True,3.0,2.0,1.0,10,0.65,0.9
False,True,3.0,2.0,1.0,10,0.65,1.0
False,True,3.0,2.0,1.0,10,0.65,1.1
False,True,3.0,2.0,1.0,10,0.65,1.3
False,True,3.0,2.0,2.0,10,0.35,0.9
False,True,3.0,2.0,2.0,10,0.35,1.0
False,True,3.0,2.0,2.0,10,0.35,1.1
False,True,3.0,2.0,2.0,10,0.35,1.3
False,True,3.0,2.0,2.0,10,0.5,0.9
False,True,3.0,2.0,2.0,10,0.5,1.0
False,True,3.0,2.0,2.0,10,0.5,1.1
False,True,3.0,2.0,2.0,10,0.5,1.3
False,True,3.0,2.0,2.0,10,0.65,0.9
False,True,3.0,2.0,2.0,10,0.65,1.0
False,True,3.0,2.0,2.0,10,0.65,1.1
False,True,3.0,2.0,2.0,10,0.65,1.3
False,True,7.0,1.0,1.0,10,0.35,0.9
False,True,7.0,1.0,1.0,10,0.35,1.0
False,True,7.0,1.0,1.0,10,0.35,1.1
False,True,7.0,1.0,1.0,10,0.35,1.3
False,True,7.0,1.0,1.0,10,0.5,0.9
False,True,7.0,1.0,1.0,10,0.5,1.0
False,True,7.0,1.0,1.0,10,0.5,1.1
False,True,7.0,1.0,1.0,10,0.5,1.3
False,True,7.0,1.0,1.0,10,0.65,0.9
False,True,7.0,1.0,1.0,10,0.65,1.0
False,True,7.0,1.0,1.0,10,0.65,1.1
False,True,7.0,1.0,1.0,10,0.65,1.3
False,True,7.0,2.0,1.0,10,0.35,0.9
False,True,7.0,2.0,1.0,10,0.35,1.0
False,True,7.0,2.0,1.0,10,0.35,1.1
False,True,7.0,2.0,1.0,10,0.35,1.3
False,True,7.0,2.0,1.0,10,0.5,0.9
False,True,7.0,2.0,1.0,10,0.5,1.0
False,True,7.0,2.0,1.0,10,0.5,1.1
False,True,7.0,2.0,1.0,10,0.5,1.3
False,True,7.0,2.0,1.0,10,0.65,0.9
False,True,7.0,2.0,1.0,10,0.65,1.0
False,True,7.0,2.0,1.0,10,0.65,1.1
False,True,7.0,2.0,1.0,10,0.65,1.3
False,True,7.0,2.0,2.0,10,0.35,0.9
False,True,7.0,2.0,2.0,10,0.35,1.0
False,True,7.0,2.0,2.0,10,0.35,1.1
False,True,7.0,2.0,2.0,10,0.35,1.3
False,True,7.0,2.0,2.0,10,0.5,0.9
False,True,7.0,2.0,2.0,10,0.5,1.0
False,True,7.0,2.0,2.0,10,0.5,1.1
False,True,7.0,2.0,2.0,10,0.5,1.3
False,True,7.0,2.0,2.0,10,0.65,0.9
False,True,7.0,2.0,2.0,10,0.65,1.0
False,True,7.0,2.0,2.0,10,0.65,1.1
False,True,7.0,2.0,2.0,10,0.65,1.3
False,True,13.0,1.0,1.0,10,0.35,0.9
False,True,13.0,1.0,1.0,10,0.35,1.0
False,True,13.0,1.0,1.0,10,0.35,1.1
False,True,13.0,1.0,1.0,10,0.35,1.3
False,True,13.0,1.0,1.0,10,0.5,0.9
False,True,13.0,1.0,1.0,10,0.5,1.0
False,True,13.0,1.0,1.0,10,0.5,1.1
False,True,13.0,1.0,1.0,10,0.5,1.3
False,True,13.0,1.0,1.0,10,0.65,0.9
False,True,13.0,1.0,1.0,10,0.65,1.0
False,True,13.0,1.0,1.0,10,0.65,1.1
False,True,13.0,1.0,1.0,10,0.65,1.3
False,True,13.0,2.0,1.0,10,0.35,0.9
False,True,13.0,2.0,1.0,10,0.35,1.0
False,True,13.0,2.0,1.0,10,0.35,1.1
False,True,13.0,2.0,1.0,10,0.35,1.3
False,True,13.0,2.0,1.0,10,0.5,0.9
False,True,13.0,2.0,1.0,10,0.5,1.0
False,True,13.0,2.0,1.0,10,0.5,1.1
False,True,13.0,2.0,1.0,10,0.5,1.3
False,True,13.0,2.0,1.0,10,0.65,0.9
False,True,13.0,2.0,1.0,10,0.65,1.0
False,True,13.0,2.0,1.0,10,0.65,1.1
False,True,13.0,2.0,1.0,10,0.65,1.3
False,True,13.0,2.0,2.0,10,0.35,0.9
False,True,13.0,2.0,2.0,10,0.35,1.0
False,True,13.0,2.0,2.0,10,0.35,1.1
False,True,13.0,2.0,2.0,10,0.35,1.3
False,True,13.0,2.0,2.0,10,0.5,0.9
False,True,13.0,2.0,2.0,10,0.5,1.0
False,True,13.0,2.0,2.0,10,0.5,1.1
False,True,13.0,2.0,2.0,10,0.5,1.3
False,True,13.0,2.0,2.0,10,0.65,0.9
False,True,13.0,2.0,2.0,10,0.65,1.0
False,True,13.0,2.0,2.0,10,0.65,1.1
False,True,13.0,2.0,2.0,10,0.65,1.3
False,True,3.0,1.0,1.0,15,0.35,0.9
False,True,3.0,1.0,1.0,15,0.35,1.0
False,True,3.0,1.0,1.0,15,0.35,1.1
False,True,3.0,1.0,1.0,15,0.35,1.3
False,True,3.0,1.0,1.0,15,0.5,0.9
False,True,3.0,1.0,1.0,15,0.5,1.0
False,True,3.0,1.0,1.0,15,0.5,1.1
False,True,3.0,1.0,1.0,15,0.5,1.3
False,True,3.0,1.0,1.0,15,0.65,0.9
False,True,3.0,1.0,1.0,15,0.65,1.0
False,True,3.0,1.0,1.0,15,0.65,1.1
False,True,3.0,1.0,1.0,15,0.65,1.3
False,True,3.0,2.0,1.0,15,0.35,0.9
False,True,3.0,2.0,1.0,15,0.35,1.0
False,True,3.0,2.0,1.0,15,0.35,1.1
False,True,3.0,2.0,1.0,15,0.35,1.3
False,True,3.0,2.0,1.0,15,0.5,0.9
False,True,3.0,2.0,1.0,15,0.5,1.0
False,True,3.0,2.0,1.0,15,0.5,1.1
False,True,3.0,2.0,1.0,15,0.5,1.3
False,True,3.0,2.0,1.0,15,0.65,0.9
False,True,3.0,2.0,1.0,15,0.65,1.0
False,True,3.0,2.0,1.0,15,0.65,1.1
False,True,3.0,2.0,1.0,15,0.65,1.3
False,True,3.0,2.0,2.0,15,0.35,0.9
False,True,3.0,2.0,2.0,15,0.35,1.0
False,True,3.0,2.0,2.0,15,0.35,1.1
False,True,3.0,2.0,2.0,15,0.35,1.3
False,True,3.0,2.0,2.0,15,0.5,0.9
False,True,3.0,2.0,2.0,15,0.5,1.0
False,True,3.0,2.0,2.0,15,0.5,1.1
False,True,3.0,2.0,2.0,15,0.5,1.3
False,True,3.0,2.0,2.0,15,0.65,0.9
False,True,3.0,2.0,2.0,15,0.65,1.0
False,True,3.0,2.0,2.0,15,0.65,1.1
False,True,3.0,2.0,2.0,15,0.65,1.3
False,True,7.0,1.0,1.0,15,0.35,0.9
False,True,7.0,1.0,1.0,15,0.35,1.0
False,True,7.0,1.0,1.0,15,0.35,1.1
False,True,7.0,1.0,1.0,15,0.35,1.3
False,True,7.0,1.0,1.0,15,0.5,0.9
False,True,7.0,1.0,1.0,15,0.5,1.0
False,True,7.0,1.0,1.0,15,0.5,1.1
False,True,7.0,1.0,1.0,15,0.5,1.3
False,True,7.0,1.0,1.0,15,0.65,0.9
False,True,7.0,1.0,1.0,15,0.65,1.0
False,True,7.0,1.0,1.0,15,0.65,1.1
False,True,7.0,1.0,1.0,15,0.65,1.3
False,True,7.0,2.0,1.0,15,0.35,0.9
False,True,7.0,2.0,1.0,15,0.35,1.0
False,True,7.0,2.0,1.0,15,0.35,1.1
False,True,7.0,2.0,1.0,15,0.35,1.3
False,True,7.0,2.0,1.0,15,0.5,0.9
False,True,7.0,2.0,1.0,15,0.5,1.0
False,True,7.0,2.0,1.0,15,0.5,1.1
False,True,7.0,2.0,1.0,15,0.5,1.3
False,True,7.0,2.0,1.0,15,0.65,0.9
False,True,7.0,2.0,1.0,15,0.65,1.0
False,True,7.0,2.0,1.0,15,0.65,1.1
False,True,7.0,2.0,1.0,15,0.65,1.3
False,True,7.0,2.0,2.0,15,0.35,0.9
False,True,7.0,2.0,2.0,15,0.35,1.0
False,True,7.0,2.0,2.0,15,0.35,1.1
False,True,7.0,2.0,2.0,15,0.35,1.3
False,True,7.0,2.0,2.0,15,0.5,0.9
False,True,7.0,2.0,2.0,15,0.5,1.0
False,True,7.0,2.0,2.0,15,0.5,1.1
False,True,7.0,2.0,2.0,15,0.5,1.3
False,True,7.0,2.0,2.0,15,0.65,0.9
False,True,7.0,2.0,2.0,15,0.65,1.0
False,True,7.0,2.0,2.0,15,0.65,1.1
False,True,7.0,2.0,2.0,15,0.65,1.3
False,True,13.0,1.0,1.0,15,0.35,0.9
False,True,13.0,1.0,1.0,15,0.35,1.0
False,True,13.0,1.0,1.0,15,0.35,1.1
False,True,13.0,1.0,1.0,15,0.35,1.3
False,True,13.0,1.0,1.0,15,0.5,0.9
False,True,13.0,1.0,1.0,15,0.5,1.0
False,True,13.0,1.0,1.0,15,0.5,1.1
False,True,13.0,1.0,1.0,15,0.5,1.3
False,True,13.0,1.0,1.0,15,0.65,0.9
False,True,13.0,1.0,1.0,15,0.65,1.0
False,True,13.0,1.0,1.0,15,0.65,1.1
False,True,13.0,1.0,1.0,15,0.65,1.3
False,True,13.0,2.0,1.0,15,0.35,0.9
False,True,13.0,2.0,1.0,15,0.35,1.0
False,True,13.0,2.0,1.0,15,0.35,1.1
False,True,13.0,2.0,1.0,15,0.35,1.3
False,True,13.0,2.0,1.0,15,0.5,0.9
False,True,13.0,2.0,1.0,15,0.5,1.0
False,True,13.0,2.0,1.0,15,0.5,1.1
False,True,13.0,2.0,1.0,15,0.5,1.3
False,True,13.0,2.0,1.0,15,0.65,0.9
False,True,13.0,2.0,1.0,15,0.65,1.0
False,True,13.0,2.0,1.0,15,0.65,1.1
False,True,13.0,2.0,1.0,15,0.65,1.3
False,True,13.0,2.0,2.0,15,0.35,0.9
False,True,13.0,2.0,2.0,15,0.35,1.0
False,True,13.0,2.0,2.0,15,0.35,1.1
False,True,13.0,2.0,2.0,15,0.35,1.3
False,True,13.0,2.0,2.0,15,0.5,0.9
False,True,13.0,2.0,2.0,15,0.5,1.0
False,True,13.0,2.0,2.0,15,0.5,1.1
False,True,13.0,2.0,2.0,15,0.5,1.3
False,True,13.0,2.0,2.0,15,0.65,0.9
False,True,13.0,2.0,2.0,15,0.65,1.0
False,True,13.0,2.0,2.0,15,0.65,1.1
False,True,13.0,2.0,2.0,15,0.65,1.3
False,True,3.0,1.0,1.0,20,0.35,0.9
False,True,3.0,1.0,1.0,20,0.35,1.0
False,True,3.0,1.0,1.0,20,0.35,1.1
False,True,3.0,1.0,1.0,20,0.35,1.3
False,True,3.0,1.0,1.0,20,0.5,0.9
False,True,3.0,1.0,1.0,20,0.5,1.0
False,True,3.0,1.0,1.0,20,0.5,1.1
False,True,3.0,1.0,1.0,20,0.5,1.3
False,True,3.0,1.0,1.0,20,0.65,0.9
False,True,3.0,1.0,1.0,20,0.65,1.0
False,True,3.0,1.0,1.0,20,0.65,1.1
False,True,3.0,1.0,1.0,20,0.65,1.3
False,True,3.0,2.0,1.0,20,0.35,0.9
False,True,3.0,2.0,1.0,20,0.35,1.0
False,True,3.0,2.0,1.0,20,0.35,1.1
False,True,3.0,2.0,1.0,20,0.35,1.3
False,True,3.0,2.0,1.0,20,0.5,0.9
False,True,3.0,2.0,1.0,20,0.5,1.0
False,True,3.0,2.0,1.0,20,0.5,1.1
False,True,3.0,2.0,1.0,20,0.5,1.3
False,True,3.0,2.0,1.0,20,0.65,0.9
False,True,3.0,2.0,1.0,20,0.65,1.0
False,True,3.0,2.0,1.0,20,0.65,1.1
False,True,3.0,2.0,1.0,20,0.65,1.3
False,True,3.0,2.0,2.0,20,0.35,0.9
False,True,3.0,2.0,2.0,20,0.35,1.0
False,True,3.0,2.0,2.0,20,0.35,1.1
False,True,3.0,2.0,2.0,20,0.35,1.3
False,True,3.0,2.0,2.0,20,0.5,0.9
False,True,3.0,2.0,2.0,20,0.5,1.0
False,True,3.0,2.0,2.0,20,0.5,1.1
False,True,3.0,2.0,2.0,20,0.5,1.3
False,True,3.0,2.0,2.0,20,0.65,0.9
False,True,3.0,2.0,2.0,20,0.65,1.0
False,True,3.0,2.0,2.0,20,0.65,1.1
False,True,3.0,2.0,2.0,20,0.65,1.3
False,True,7.0,1.0,1.0,20,0.35,0.9
False,True,7.0,1.0,1.0,20,0.35,1.0
False,True,7.0,1.0,1.0,20,0.35,1.1
False,True,7.0,1.0,1.0,20,0.35,1.3
False,True,7.0,1.0,1.0,20,0.5,0.9
False,True,7.0,1.0,1.0,20,0.5,1.0
False,True,7.0,1.0,1.0,20,0.5,1.1
False,True,7.0,1.0,1.0,20,0.5,1.3
False,True,7.0,1.0,1.0,20,0.65,0.9
False,True,7.0,1.0,1.0,20,0.65,1.0
False,True,7.0,1.0,1.0,20,0.65,1.1
False,True,7.0,1.0,1.0,20,0.65,1.3
False,True,7.0,2.0,1.0,20,0.35,0.9
False,True,7.0,2.0,1.0,20,0.35,1.0
False,True,7.0,2.0,1.0,20,0.35,1.1
False,True,7.0,2.0,1.0,20,0.35,1.3
False,True,7.0,2.0,1.0,20,0.5,0.9
False,True,7.0,2.0,1.0,20,0.5,1.0
False,True,7.0,2.0,1.0,20,0.5,1.1
False,True,7.0,2.0,1.0,20,0.5,1.3
False,True,7.0,2.0,1.0,20,0.65,0.9
False,True,7.0,2.0,1.0,20,0.65,1.0
False,True,7.0,2.0,1.0,20,0.65,1.1
False,True,7.0,2.0,1.0,20,0.65,1.3
False,True,7.0,2.0,2.0,20,0.35,0.9
False,True,7.0,2.0,2.0,20,0.35,1.0
False,True,7.0,2.0,2.0,20,0.35,1.1
False,True,7.0,2.0,2.0,20,0.35,1.3
False,True,7.0,2.0,2.0,20,0.5,0.9
False,True,7.0,2.0,2.0,20,0.5,1.0
False,True,7.0,2.0,2.0,20,0.5,1.1
False,True,7.0,2.0,2.0,20,0.5,1.3
False,True,7.0,2.0,2.0,20,0.65,0.9
False,True,7.0,2.0,2.0,20,0.65,1.0
False,True,7.0,2.0,2.0,20,0.65,1.1
False,True,7.0,2.0,2.0,20,0.65,1.3
False,True,13.0,1.0,1.0,20,0.35,0.9
False,True,13.0,1.0,1.0,20,0.35,1.0
False,True,13.0,1.0,1.0,20,0.35,1.1
False,True,13.0,1.0,1.0,20,0.35,1.3
False,True,13.0,1.0,1.0,20,0.5,0.9
False,True,13.0,1.0,1.0,20,0.5,1.0
False,True,13.0,1.0,1.0,20,0.5,1.1
False,True,13.0,1.0,1.0,20,0.5,1.3
False,True,13.0,1.0,1.0,20,0.65,0.9
False,True,13.0,1.0,1.0,20,0.65,1.0
False,True,13.0,1.0,1.0,20,0.65,1.1
False,True,13.0,1.0,1.0,20,0.65,1.3
False,True,13.0,2.0,1.0,20,0.35,0.9
False,True,13.0,2.0,1.0,20,0.35,1.0
False,True,13.0,2.0,1.0,20,0.35,1.1
False,True,13.0,2.0,1.0,20,0.35,1.3
False,True,13.0,2.0,1.0,20,0.5,0.9
False,True,13.0,2.0,1.0,20,0.5,1.0
False,True,13.0,2.0,1.0,20,0.5,1.1
False,True,13.0,2.0,1.0,20,0.5,1.3
False,True,13.0,2.0,1.0,20,0.65,0.9
False,True,13.0,2.0,1.0,20,0.65,1.0
False,True,13.0,2.0,1.0,20,0.65,1.1
False,True,13.0,2.0,1.0,20,0.65,1.3
False,True,13.0,2.0,2.0,20,0.35,0.9
False,True,13.0,2.0,2.0,20,0.35,1.0
False,True,13.0,2.0,2.0,20,0.35,1.1
False,True,13.0,2.0,2.0,20,0.35,1.3
False,True,13.0,2.0,2.0,20,0.5,0.9
False,True,13.0,2.0,2.0,20,0.5,1.0
False,True,13.0,2.0,2.0,20,0.5,1.1
False,True,13.0,2.0,2.0,20,0.5,1.3
False,True,13.0,2.0,2.0,20,0.65,0.9
False,True,13.0,2.0,2.0,20,0.65,1.0
False,True,13.0,2.0,2.0,20,0.65,1.1
False,True,13.0,2.0,2.0,20,0.65,1.3
False,False,,,,5,0.35,0.9
False,False,,,,5,0.35,1.0
False,False,,,,5,0.35,1.1
False,False,,,,5,0.35,1.3
False,False,,,,5,0.5,0.9
False,False,,,,5,0.5,1.0
False,False,,,,5,0.5,1.1
False,False,,,,5,0.5,1.3
False,False,,,,5,0.65,0.9
False,False,,,,5,0.65,1.0
False,False,,,,5,0.65,1.1
False,False,,,,5,0.65,1.3
False,False,,,,10,0.35,0.9
False,False,,,,10,0.35,1.0
False,False,,,,10,0.35,1.1
False,False,,,,10,0.35,1.3
False,False,,,,10,0.5,0.9
False,False,,,,10,0.5,1.0
False,False,,,,10,0.5,1.1
False,False,,,,10,0.5,1.3
False,False,,,,10,0.65,0.9
False,False,,,,10,0.65,1.0
False,False,,,,10,0.65,1.1
False,False,,,,10,0.65,1.3
False,False,,,,15,0.35,0.9
False,False,,,,15,0.35,1.0
False,False,,,,15,0.35,1.1
False,False,,,,15,0.35,1.3
False,False,,,,15,0.5,0.9
False,False,,,,15,0.5,1.0
False,False,,,,15,0.5,1.1
False,False,,,,15,0.5,1.3
False,False,,,,15,0.65,0.9
False,False,,,,15,0.65,1.0
False,False,,,,15,0.65,1.1
False,False,,,,15,0.65,1.3
False,False,,,,20,0.35,0.9
False,False,,,,20,0.35,1.0
False,False,,,,20,0.35,1.1
False,False,,,,20,0.35,1.3
False,False,,,,20,0.5,0.9
False,False,,,,20,0.5,1.0
False,False,,,,20,0.5,1.1
False,False,,,,20,0.5,1.3
False,False,,,,20,0.65,0.9
False,False,,,,20,0.65,1.0
False,False,,,,20,0.65,1.1
False,False,,,,20,0.65,1.3
