P_Meh3_target
29.322682
10.242669
3.602319
85.302841
48.483115
20.683596
76.021953
63.553075
22.682762
126.679303
107.945732
20.883546
67.742873
48.851207
78.576978
48.27115
43.42029
6.710903
55.431435
29.656124
84.106256
71.891358
13.302577
30.821675
23.017564
42.524583
5.750963
129.461465
55.156019
20.967857
21.79376
9.09046
1.7493
78.2256
23.91512
10.94396
49.5564
37.20024
101.32224
54.64382
5.26188
11.9186
17.0396
7.96488
96.82021
51.62212
9.99012
51.55416
45.91025
10.08315
152.58107
131.6611
33.53472
57.00106
43.3398
15.57
35.96364
31.02534
8.47392
147.3303
87.17664
7.22567
409.07086
368.99598
322.77168
39.08624
31.97148
6.5546
36.47424
20.5821
20.76358
72.30852
59.5881
6.29672
49.13535
36.55114
2.91624
48.86516
38.15272
14.1456
28.952695
13.259833
23.029308
188.918567
109.786524
31.523248
67.08755
74.036202
71.470519
115.663313
114.260477
99.199495
60.136103
59.372456
29.27696
40.34717
28.079557
21.639378
28.84416
23.621968
16.758621
21.25884
6.04766
71.44947
59.595
29.31992
227.00704
57.21722
13.75107
9.99685
7.57584
74.89306
63.1712
41.49201
163.18288
33.67248
32.41692
29.0358
3.216
3.2592
1.72533
0.30381
58.10556
27.90448
8.48841
149.8959
106.86982
1.2252
136.41922
20.1096
0.5132
176.48872
147.828
8.60965
97.704
80.70194
6.2953
200.84445
174.4756
59.3052
39.94248
12.09084
8.4448
22.72765
7.16584
2.65825
50.86912
33.50277
7.294
32.5965
19.27539
15.99312
275.8665
239.067
38.7648
29.75544
38.13509
16.43005
24.04192
5.67432
29.250755
24.158547
24.513761
32.598795
35.415815
57.077352
109.646132
91.593232
16.603824
68.967037
56.281315
25.468779
49.546119
26.098435
23.62029
29.559316
20.947816
23.703114
357.014191
366.237918
21.034591
144.851423
124.545379
55.751913
32.556057
12.139862
439.066076
447.875276
410.08325
228.2182
195.33136
20.95254
15.94944
7.76188
2.84928
46.6816
37.67036
5.86473
48.3854
40.77888
24.44684
34.408
26.8926
5.2468
17.70021
12.30817
10.1136
4.42556
7.61904
56.41706
67.26366
3.86042
72.8411
70.2104
18.8697
32.78262
19.94655
10.045
77.4225
69.18791
36.8676
245.68476
202.23793
36.69956
22.6776
20.37561
18.05036
30.93696
33.2258
4.40034
68.63659
64.93947
24.18556
23.27652
20.09006
26.40798
74.36928
84.2058
22.638
81.270772
78.524607
58.73892
28.228106
24.855567
8.586478
15.907001
10.224546
4.113379
113.934483
111.711179
32.869762
243.642923
220.659652
47.405137
215.503955
89.091176
18.568328
23.609973
16.458899
16.430396
48.035076
48.386059
44.469882
432.331079
284.138385
106.452123
14.881579
14.00222
9.017412
24.622339
11.40908
6.183607
30.625341
25.038471
22.010747
180.770337
147.151737
135.062808
32.9448
13.39536
3.20726
38.12264
18.5276
6.5884
40.00419
41.1827
38.3025
28.11888
18.90009
66.23453
42.61316
24.1371
8.1272
1.9513
18.01422
16.353
19.87336
22.78528
23.90076
8.25876
34.04328
14.55168
4.5432
15.90264
11.00412
3.13875
137.24728
99.52008
4.0776
92.44688
61.94228
30.76521
52.21392
26.36
4.05346
12.10145
12.6516
6.81785
372.536909
350.767601
65.713763
299.450761
274.11018
122.63311
210.379526
172.113056
22.016283
39.779606
62.562897
66.139175
24.015056
13.752051
5.225123
64.204167
28.401374
26.757663
40.411765
47.326884
28.043933
137.717943
143.320889
140.714057
11.330617
9.668932
20.575128
100.529
71.12
31.75848
80.82144
35.69889
6.43797
36.01659
19.49155
5.42614
47.0304
30.50099
16.54613
163.68464
125.25862
27.3159
104.11278
66.37695
7.2296
79.8768
72.156
53.16311
30.35726
24.71553
14.6448
9.07758
4.28245
2.69022
35.01936
19.21192
5.39682
27.18582
20.41492
4.63239
13.4043
10.65432
1.442
52.0098
46.2007
16.94448
21.00217
7.668
1.041
26.49163
11.46571
6.61878
21.65488
15.0365
6.24
10.71715
7.70784
1.6632
84.42027
62.17398
9.05494
68.388997
70.731501
14.095775
103.335107
115.10262
33.344348
152.53323
110.712927
4.360849
142.037599
94.183619
43.491429
197.228755
166.911917
150.637083
61.467391
32.875851
18.463037
57.660541
44.868707
23.245714
23.365782
14.989333
13.868311
25.013831
17.565306
54.192466
47.669392
54.841196
81.864
45.68256
15.2595
17.14088
14.24889
10.78132
108.906
71.5461
8.5034
91.7768
52.85376
38.93778
26.6214
20.51607
1.94028
30.17346
16.29603
10.6284
28.27168
19.43304
20.36048
67.29387
34.20243
15.77124
13.0138
10.79728
15.7696
75.89804
96.0798
91.09567
37.44258
25.67538
7.98532
11.3707
12.94625
7.44624
23.87616
22.7814
13.85718
89.6245
46.69407
13.00096
287.06253
168.40176
24.58302
48.93102
17.22504
8.53092
4.7241
2.72038
166.265806
163.823707
30.211669
476.382857
436.815728
92.974644
89.3851
71.543553
11.839422
160.785515
152.936015
16.770654
32.046102
15.346154
2.971033
360.771429
331.903099
137.335124
76.244454
46.830798
40.998364
30.159868
23.6775
11.847254
19.631776
19.127812
312.971642
203.048337
74.874223
51.372998
43.139892
95.62292
100.10772
53.01651
24.99852
17.68884
15.07582
148.72908
72.26616
29.92708
23.07234
12.53124
20.70705
22.18155
14.90455
14.343
13.26208
6.87192
3.52002
20.8567
17.08421
16.46463
16.2021
6.30044
0.1019
17.26395
11.8198
13.9995
38.33585
42.2421
8.88624
132.91355
93.00912
1.20684
50.48186
24.7896
2.99425
47.11938
16.7541
12.93952
11.91055
7.92407
13.35545
31.6285
17.16606
9.2304
51.04687
38.12025
15.68336
87.369964
85.50339
16.422339
26.105613
27.186362
5.59285
225.862637
198.854212
103.041489
54.599175
51.731788
42.447144
65.892335
28.097796
10.014841
33.260669
33.992335
11.092186
55.693852
51.629362
50.314922
30.39795
26.29367
29.6351
88.26025
49.37174
5.54592
172.97134
186.99075
29.2494
32.02989
29.99337
10.6296
147.68809
81.33385
42.7056
12.11978
7.677
3.25792
67.54042
47.4628
3.53465
50.63664
35.5425
2.0234
136.00423
128.67909
117.829
30.46176
12.31804
4.31443
38.89298
12.3492
43.92992
27.02568
21.07872
101.46474
76.1539
32.42316
63.31624
52.43535
13.49248
84.8126
80.82904
4.5628
8.95317
3.49282
120.42216
82.73822
11.55732
63.99524
39.44874
15.50468
389.03242
353.11176
54.98961
38.13992
34.43972
3.4221
23.932646
20.367963
10.501331
20.131287
16.674152
4.476448
51.499037
49.15122
46.264278
167.304622
96.849848
25.412221
123.794156
151.765547
25.814326
41.276786
32.187459
11.513914
15.853217
7.848972
153.39322
149.206094
146.940592
61.748983
79.401724
65.644644
143.800938
74.445583
45.959958
24.489474
17.313527
18.008601
224.45164
168.407
44.78184
187.12902
150.38856
56.358
61.50634
36.21
17.56008
53.4378
25.69972
4.32666
120.72182
108.74715
83.38265
21.55417
14.76432
12.07494
63.6169
28.48209
8.8638
30.987
33.7056
8.1176
23.90388
18.27232
1.34017
106.03615
87.6591
14.5656
365.4764
354.39851
39.8728
18.96084
12.82428
5.082
38.92592
36.66784
8.40942
29.44037
36.35866
20.92611
61.58432
48.71568
31.14804
8.76006
5.03276
17.538912
16.778715
16.203924
54.709273
35.385947
7.527051
313.140824
291.475872
55.508621
31.02044
22.9809
10.247363
180.145028
115.208721
96.297996
25.107692
23.19325
16.973453
72.889531
62.947581
16.396165
75.705051
63.750498
60.424808
27.978431
20.333165
22.126963
88.083117
85.936988
89.867893
69.232925
69.206332
62.497377
41.39616
40.5032
8.05428
167.41466
77.75733
109.0278
93.81372
63.7875
107.6224
86.75945
18.66417
59.12479
31.69255
13.41729
36.02016
22.16655
15.92137
193.73412
161.52042
61.60266
22.6028
19.68021
314.28576
328.49301
257.0993
52.27677
34.17579
5.118
105.53732
98.84248
64.12923
13.12038
8.80908
3.69495
83.44314
68.21409
13.1274
94.08123
60.11834
19.94625
173.14101
172.73448
11.1683
9.66549
1.24176
