Al_Meh3_target
824.508876
907.500506
992.181452
1282.096591
1310.575163
1649.618165
558.097674
624.469301
583.703069
837.651416
817.522655
862.847012
1437.620239
1513.670514
1310.291367
781.870933
764.927536
180.292921
1367.170843
1770.099881
746.936428
795.349794
348.304124
1402.022989
1624.708215
1020.171032
1195.378691
1238.986679
1319.696296
802.597403
815.7384
957.0518
1039.29
1611.984
1707.9296
1929.0008
879.423
989.9736
489.4208
436.9478
452.3193
1108.948
1101.34
1347.8232
1260.626
1398.6942
1677.9324
1392.1669
1230.0675
1517.565
1419.0963
1459.0304
1869.9696
988.7729
942.1247
1033.848
901.638
807.0644
634.5352
1045.504
1077.4296
969.8681
1461.8479
1395.2853
1370.016
1143.9376
1093.5468
778.4848
1540.8294
1555.092
1849.1921
554.0922
634.5878
698.7328
664.5936
687.6057
461.5704
1083.7522
1133.4199
972.0048
936.884731
969.304045
1036.31886
1555.439739
1591.700535
1526.174098
618.098606
630.225519
635.406464
1274.031902
1275.70389
1323.34596
1228.868195
1198.807327
1070.052257
897.622642
925.093783
942.129534
1673.803419
1692.382749
1508.275862
935.8058
1041.6573
1066.104
1076.82
964.3904
1502.7948
1802.037
1178.8131
1160.6869
1137.4282
874.4439
877.955
914.0721
1317.3832
1764.7254
763.5306
772.2504
398.985
611.1
460.7646
395.9657
1081.0098
1044.3662
910.203
796.3857
819.4034
479.87
686.7014
721.278
875.5192
878.8792
839.216
550.0047
779.355
795.6091
1092.608
831.6135
805.272
871.299
1621.0698
1883.6256
1944.4152
1100.4411
1160.2338
1225.9849
1303.0
1410.0387
2045.446
1637.1855
1701.0795
1983.762
902.3765
863.55
944.892
1091.376
1106.0204
967.434
1252.5411
1171.642
1650.281974
1761.603889
1318.636086
1043.365827
1170.6611
1253.463415
632.457447
690.224023
683.389101
1006.959555
1057.43737
1250.10101
1386.876712
1496.3103
1603.532609
906.212928
1049.434466
1455.757785
761.428571
701.821561
501.206992
1787.723258
1789.574173
1029.586735
1021.264846
861.107143
1353.419385
1405.440612
1506.198405
955.8556
918.1805
735.8694
1064.3184
1106.0679
1095.9552
1209.762
1391.9405
1319.0498
912.817
884.5568
844.5272
481.712
465.06
442.951
1935.637
2067.5657
2305.488
1711.5596
1514.5416
739.645
760.6834
571.9517
1826.1
1944.0525
2041.174
1190.6895
1237.0995
1117.25
1631.034
1635.8221
1943.7418
1074.678
1146.8056
907.351
1330.7628
1357.6914
1122.3492
1067.7548
1035.3588
1087.5126
904.2436
906.8956
860.7214
1414.9674
1487.8882
1610.7856
970.704
975.555
1038.261
1279.886877
1341.462029
1335.161196
1033.661914
1030.022863
925.090817
944.023337
940.864773
855.582766
1294.336782
1404.076283
1774.967157
1922.638298
1955.870082
1949.776305
1535.984934
1807.191176
1906.55132
1103.210383
1242.857875
1265.670498
1443.118294
1511.292225
1728.030588
1260.060432
1352.942164
1712.267516
1175.131579
1190.188704
1082.089412
1931.668857
1943.654964
2393.055738
1438.871935
1394.704898
1216.221719
1292.544041
1305.958816
1313.652709
884.744
937.6752
1083.2262
673.2296
740.086
653.772
1756.2563
1822.925
1172.5672
1205.2404
1280.5569
1174.8621
1170.8276
1315.1625
815.7677
937.651
1586.0796
1752.255
1881.8228
1074.1632
1036.721
1017.5608
856.209
766.2528
790.5168
822.6558
798.8176
672.3
826.9765
916.0371
698.289
1300.682
1462.2951
1875.5535
933.7449
947.9056
1107.2346
1088.0782
1034.2683
1013.2374
785.985363
785.526067
468.524084
1505.497462
1408.621756
1475.510048
874.396209
861.070009
570.010619
1834.338355
1974.705129
2154.102062
1006.148055
1011.241033
843.191364
1425.393939
1477.075053
1142.733277
872.479638
821.230177
818.551685
1373.046857
1436.315556
1453.837714
1899.177778
1994.742718
1526.244604
910.6625
928.624
985.3272
744.408
780.7236
1042.338
919.2903
964.3725
1015.6096
1345.4784
1405.6978
1490.1668
714.0945
696.6688
603.9849
789.8566
886.0551
890.2736
1086.696
1143.1572
1134.2149
1130.757
1088.297
843.093
1232.2554
1468.567
1754.8512
978.8544
1029.21
1065.6074
1066.6886
1085.9
1070.8362
654.7485
704.4264
818.85
889.2656
893.552
613.2288
975.4815
1036.245
706.839
960.1907
1080.3013
1080.0168
1080.6618
1059.814
1032.72
1140.388
1123.8864
849.2715
980.1957
979.7112
1099.2276
758.071197
783.424947
774.760563
858.104401
963.391783
643.786957
695.995997
672.149584
678.466981
1235.686297
1356.244111
1360.371429
1943.806867
1903.488774
1922.377355
1075.942029
1126.573744
1191.799427
1715.528649
1753.958539
1889.485714
951.100559
1088.266667
1637.68434
1078.785802
1130.959184
1234.045662
1191.734807
1191.760797
1503.2277
1613.1654
2061.0498
1427.7224
1461.7926
833.2852
1001.9352
1050.3797
1166.625
1091.0096
1052.946
1010.5281
943.0119
893.1125
782.2392
1337.0148
1429.3642
1470.262
1568.4546
1752.0912
1886.4608
982.015
1257.1704
1428.6888
1765.259
1883.2948
1861.632
923.7992
1003.365
1049.7788
1096.8349
1135.845
1238.7753
845.5666
843.0598
860.4544
1157.156
1176.156
1227.8106
1574.265
1644.9741
1758.1767
1060.2162
1050.3954
1097.1902
1533.9978
1934.7411
1226.978
1293.3536
1160.3467
622.227957
626.653608
531.482879
1528.268571
1551.393204
1361.811016
786.182581
822.141117
996.144479
588.337976
590.385407
542.520561
717.955932
838.923077
991.71033
1519.361345
1561.234504
1510.89013
