Interval_Score_95,Interval_Score_90,CRPS,RMSE,MAE,R2,Outer_Fold,Hyper_Row,SNV,SG,window_length,polyorder,deriv,bin_size,n_components,Factor
295.50173189661916,242.3062751095817,29.888970779340745,66.2652108001558,45.92784142869452,0.24553850322827697,1,0,True,True,3.0,1.0,1.0,5,5,0.9
291.88514783053125,239.25500586704572,29.823524685163104,66.2652108001558,45.92784142869452,0.24553850322827697,1,1,True,True,3.0,1.0,1.0,5,5,1.0
287.4722537947776,238.39586922773927,29.873584824346594,66.2652108001558,45.92784142869452,0.24553850322827697,1,2,True,True,3.0,1.0,1.0,5,5,1.1
289.23623790246523,250.27321968644313,30.258666731565718,66.2652108001558,45.92784142869452,0.24553850322827697,1,3,True,True,3.0,1.0,1.0,5,5,1.3
295.38350498906766,238.80133468100266,29.069361823756328,66.66185744981514,45.963545354737406,0.23647944335977333,1,4,True,True,3.0,1.0,1.0,5,10,0.9
287.17946467408757,230.56818509717849,28.93226652881436,66.66185744981514,45.963545354737406,0.23647944335977333,1,5,True,True,3.0,1.0,1.0,5,10,1.0
280.8976899885026,231.24600068718215,28.91315988820916,66.66185744981514,45.963545354737406,0.23647944335977333,1,6,True,True,3.0,1.0,1.0,5,10,1.1
293.86985652814775,233.31543179293405,29.134911873334488,66.66185744981514,45.963545354737406,0.23647944335977333,1,7,True,True,3.0,1.0,1.0,5,10,1.3
405.8744656080075,287.76599399979057,32.24286649491992,74.11293453114683,53.34386429218912,0.056256589059097695,1,8,True,True,3.0,1.0,1.0,5,25,0.9
379.39261526365425,279.99628567882337,31.942606685015967,74.11293453114683,53.34386429218912,0.056256589059097695,1,9,True,True,3.0,1.0,1.0,5,25,1.0
359.7124563336378,272.50288618979636,31.738448211187073,74.11293453114683,53.34386429218912,0.056256589059097695,1,10,True,True,3.0,1.0,1.0,5,25,1.1
342.5600690523443,260.3798534468697,31.54748314015244,74.11293453114683,53.34386429218912,0.056256589059097695,1,11,True,True,3.0,1.0,1.0,5,25,1.3
291.8137971539929,242.19182626664886,29.87434143609506,66.28469816720568,45.930676855373186,0.2450946917683462,1,12,True,True,3.0,2.0,1.0,5,5,0.9
289.6290264019063,238.23235419099808,29.808902558354152,66.28469816720568,45.930676855373186,0.2450946917683462,1,13,True,True,3.0,2.0,1.0,5,5,1.0
285.66143395165625,237.16239711431473,29.854984022616197,66.28469816720568,45.930676855373186,0.2450946917683462,1,14,True,True,3.0,2.0,1.0,5,5,1.1
288.0238921686725,248.11570467552443,30.238286193218403,66.28469816720568,45.930676855373186,0.2450946917683462,1,15,True,True,3.0,2.0,1.0,5,5,1.3
299.2121802355429,237.6073324116868,29.066564289585532,66.89976605305054,46.03388049984867,0.23101988201913004,1,16,True,True,3.0,2.0,1.0,5,10,0.9
289.3922295895968,230.62207695894577,28.933241630843384,66.89976605305054,46.03388049984867,0.23101988201913004,1,17,True,True,3.0,2.0,1.0,5,10,1.0
278.71133481037816,230.918251750923,28.911307739124663,66.89976605305054,46.03388049984867,0.23101988201913004,1,18,True,True,3.0,2.0,1.0,5,10,1.1
294.2341914718882,234.98315528436453,29.134004530437515,66.89976605305054,46.03388049984867,0.23101988201913004,1,19,True,True,3.0,2.0,1.0,5,10,1.3
408.77223949721423,290.316168451823,32.032062807822115,73.64920942165,52.97178020827398,0.06802965860365406,1,20,True,True,3.0,2.0,1.0,5,25,0.9
